"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Schuyler County, MO"	"29197"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	62	4595	1349.29	0.00%
	"Scotland County, MO"	"29199"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	48	4991	961.73	0.00%
	"Scotland County, MO"	"29199"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	41	4877	840.68	0.00%
	"Scott County, MO"	"29201"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	433	39480	1096.76	0.01%
	"Scott County, MO"	"29201"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	476	37258	1277.58	0.01%
	"Shannon County, MO"	"29203"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	97	8190	1184.37	0.00%
	"Shannon County, MO"	"29203"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	113	8165	1383.96	0.00%
	"Shelby County, MO"	"29205"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	72	5987	1202.61	0.00%
	"Shelby County, MO"	"29205"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	68	5993	1134.66	0.00%
	"Stoddard County, MO"	"29207"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	371	29552	1255.41	0.01%
	"Stoddard County, MO"	"29207"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	409	28679	1426.13	0.01%
	"Stone County, MO"	"29209"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	383	32439	1180.68	0.01%
	"Stone County, MO"	"29209"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	465	31262	1487.43	0.01%
	"Sullivan County, MO"	"29211"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	67	6008	1115.18	0.00%
	"Sullivan County, MO"	"29211"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	81	6302	1285.31	0.00%
	"Taney County, MO"	"29213"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	575	57741	995.83	0.01%
	"Taney County, MO"	"29213"	"Male"	"M"	"Drug-induced causes"	"D"	12	54039	Unreliable	0.00%
	"Taney County, MO"	"29213"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	597	54039	1104.76	0.01%
	"Texas County, MO"	"29215"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	278	24217	1147.95	0.00%
	"Texas County, MO"	"29215"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	371	26752	1386.81	0.01%
	"Vernon County, MO"	"29217"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	224	20987	1067.33	0.00%
	"Vernon County, MO"	"29217"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	242	20104	1203.74	0.00%
	"Warren County, MO"	"29219"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	261	35235	740.74	0.00%
	"Warren County, MO"	"29219"	"Male"	"M"	"Drug-induced causes"	"D"	18	35125	Unreliable	0.00%
	"Warren County, MO"	"29219"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	331	35125	942.35	0.01%
	"Washington County, MO"	"29221"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	245	24110	1016.18	0.00%
	"Washington County, MO"	"29221"	"Male"	"M"	"Drug-induced causes"	"D"	10	25563	Unreliable	0.00%
	"Washington County, MO"	"29221"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	319	25563	1247.90	0.01%
	"Wayne County, MO"	"29223"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	164	13213	1241.20	0.00%
	"Wayne County, MO"	"29223"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	202	12782	1580.35	0.00%
	"Webster County, MO"	"29225"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	344	38481	893.95	0.01%
	"Webster County, MO"	"29225"	"Male"	"M"	"Drug-induced causes"	"D"	14	40220	Unreliable	0.00%
	"Webster County, MO"	"29225"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	388	40220	964.69	0.01%
	"Worth County, MO"	"29227"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	26	2098	1239.28	0.00%
	"Worth County, MO"	"29227"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	29	1955	1483.38	0.00%
	"Wright County, MO"	"29229"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	259	18672	1387.10	0.00%
	"Wright County, MO"	"29229"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	245	17995	1361.49	0.00%
	"St. Louis city, MO"	"29510"	"Female"	"F"	"Drug-induced causes"	"D"	149	311444	47.84	0.00%
	"St. Louis city, MO"	"29510"	"Female"	"F"	"Alcohol-induced causes"	"A"	23	311444	7.38	0.00%
	"St. Louis city, MO"	"29510"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	2613	311444	839.00	0.05%
	"St. Louis city, MO"	"29510"	"Male"	"M"	"Drug-induced causes"	"D"	329	291970	112.68	0.01%
	"St. Louis city, MO"	"29510"	"Male"	"M"	"Alcohol-induced causes"	"A"	82	291970	28.09	0.00%
	"St. Louis city, MO"	"29510"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	2867	291970	981.95	0.05%
	"Beaverhead County, MT"	"30001"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	83	9186	903.55	0.00%
	"Beaverhead County, MT"	"30001"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	84	9671	868.58	0.00%
	"Big Horn County, MT"	"30003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	125	13463	928.47	0.00%
	"Big Horn County, MT"	"30003"	"Male"	"M"	"Alcohol-induced causes"	"A"	11	13194	Unreliable	0.00%
	"Big Horn County, MT"	"30003"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	146	13194	1106.56	0.00%
	"Blaine County, MT"	"30005"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	61	6732	906.12	0.00%
	"Blaine County, MT"	"30005"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	65	6756	962.11	0.00%
	"Broadwater County, MT"	"30007"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	48	5997	800.40	0.00%
	"Broadwater County, MT"	"30007"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	60	6325	948.62	0.00%
	"Carbon County, MT"	"30009"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	97	10595	915.53	0.00%
	"Carbon County, MT"	"30009"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	111	10844	1023.61	0.00%
	"Carter County, MT"	"30011"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	15	1250	Unreliable	0.00%
	"Carter County, MT"	"30011"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	14	1240	Unreliable	0.00%
	"Cascade County, MT"	"30013"	"Female"	"F"	"Drug-induced causes"	"D"	16	80604	Unreliable	0.00%
	"Cascade County, MT"	"30013"	"Female"	"F"	"Alcohol-induced causes"	"A"	13	80604	Unreliable	0.00%
	"Cascade County, MT"	"30013"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	851	80604	1055.78	0.01%
	"Cascade County, MT"	"30013"	"Male"	"M"	"Alcohol-induced causes"	"A"	29	82405	35.19	0.00%
	"Cascade County, MT"	"30013"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	885	82405	1073.96	0.02%
	"Chouteau County, MT"	"30015"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	54	5677	951.21	0.00%
	"Chouteau County, MT"	"30015"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	56	5703	981.94	0.00%
	"Custer County, MT"	"30017"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	118	11495	1026.53	0.00%
	"Custer County, MT"	"30017"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	161	11493	1400.85	0.00%
	"Daniels County, MT"	"30019"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	20	1667	1199.76	0.00%
	"Daniels County, MT"	"30019"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	22	1770	1242.94	0.00%
	"Dawson County, MT"	"30021"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	81	8363	968.55	0.00%
	"Dawson County, MT"	"30021"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	86	8930	963.05	0.00%
	"Deer Lodge County, MT"	"30023"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	99	8497	1165.12	0.00%
	"Deer Lodge County, MT"	"30023"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	133	9774	1360.75	0.00%
	"Fallon County, MT"	"30025"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	32	2836	1128.35	0.00%
	"Fallon County, MT"	"30025"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	24	2930	819.11	0.00%
	"Fergus County, MT"	"30027"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	122	10816	1127.96	0.00%
	"Fergus County, MT"	"30027"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	159	11347	1401.25	0.00%
	"Flathead County, MT"	"30029"	"Female"	"F"	"Alcohol-induced causes"	"A"	14	103272	Unreliable	0.00%
	"Flathead County, MT"	"30029"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	871	103272	843.40	0.02%
	"Flathead County, MT"	"30029"	"Male"	"M"	"Drug-induced causes"	"D"	16	102640	Unreliable	0.00%
	"Flathead County, MT"	"30029"	"Male"	"M"	"Alcohol-induced causes"	"A"	19	102640	Unreliable	0.00%
	"Flathead County, MT"	"30029"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	962	102640	937.26	0.02%
	"Gallatin County, MT"	"30031"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	507	108780	466.08	0.01%
	"Gallatin County, MT"	"30031"	"Male"	"M"	"Drug-induced causes"	"D"	15	117530	Unreliable	0.00%
	"Gallatin County, MT"	"30031"	"Male"	"M"	"Alcohol-induced causes"	"A"	13	117530	Unreliable	0.00%
	"Gallatin County, MT"	"30031"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	609	117530	518.17	0.01%
	"Garfield County, MT"	"30033"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	13	1256	Unreliable	0.00%
	"Garfield County, MT"	"30033"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	10	1270	Unreliable	0.00%
	"Glacier County, MT"	"30035"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	105	14171	740.95	0.00%
	"Glacier County, MT"	"30035"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	125	13329	937.80	0.00%
	"Golden Valley County, MT"	"30037"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	10	830	Unreliable	0.00%
	"Granite County, MT"	"30039"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	24	3303	726.61	0.00%
	"Granite County, MT"	"30039"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	35	3454	1013.32	0.00%
	"Hill County, MT"	"30041"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	139	16280	853.81	0.00%
	"Hill County, MT"	"30041"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	150	16551	906.29	0.00%
	"Jefferson County, MT"	"30043"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	86	11973	718.28	0.00%
	"Jefferson County, MT"	"30043"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	116	12345	939.65	0.00%
	"Judith Basin County, MT"	"30045"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	19	1928	Unreliable	0.00%
	"Judith Basin County, MT"	"30045"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	29	2031	1427.87	0.00%
	"Lake County, MT"	"30047"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	293	30764	952.41	0.01%
	"Lake County, MT"	"30047"	"Male"	"M"	"Alcohol-induced causes"	"A"	13	29944	Unreliable	0.00%
	"Lake County, MT"	"30047"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	328	29944	1095.38	0.01%
	"Lewis and Clark County, MT"	"30049"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	626	69802	896.82	0.01%
	"Lewis and Clark County, MT"	"30049"	"Male"	"M"	"Alcohol-induced causes"	"A"	26	68330	38.05	0.00%
	"Lewis and Clark County, MT"	"30049"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	625	68330	914.68	0.01%
	"Liberty County, MT"	"30051"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	19	2304	Unreliable	0.00%
	"Lincoln County, MT"	"30053"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	193	19781	975.68	0.00%
	"Lincoln County, MT"	"30053"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	294	19993	1470.51	0.01%
	"McCone County, MT"	"30055"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	19	1624	Unreliable	0.00%
	"McCone County, MT"	"30055"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	17	1715	Unreliable	0.00%
	"Madison County, MT"	"30057"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	79	8154	968.85	0.00%
	"Madison County, MT"	"30057"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	96	9214	1041.89	0.00%
	"Meagher County, MT"	"30059"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	21	1831	1146.91	0.00%
	"Meagher County, MT"	"30059"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	27	1897	1423.30	0.00%
	"Mineral County, MT"	"30061"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	39	4260	915.49	0.00%
	"Mineral County, MT"	"30061"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	62	4453	1392.32	0.00%
	"Missoula County, MT"	"30063"	"Female"	"F"	"Drug-induced causes"	"D"	14	119050	Unreliable	0.00%
	"Missoula County, MT"	"30063"	"Female"	"F"	"Alcohol-induced causes"	"A"	17	119050	Unreliable	0.00%
	"Missoula County, MT"	"30063"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	828	119050	695.51	0.01%
	"Missoula County, MT"	"30063"	"Male"	"M"	"Drug-induced causes"	"D"	18	119341	Unreliable	0.00%
	"Missoula County, MT"	"30063"	"Male"	"M"	"Alcohol-induced causes"	"A"	23	119341	19.27	0.00%
	"Missoula County, MT"	"30063"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	902	119341	755.82	0.02%
	"Musselshell County, MT"	"30065"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	48	4597	1044.16	0.00%
	"Musselshell County, MT"	"30065"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	75	4687	1600.17	0.00%
	"Park County, MT"	"30067"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	138	16553	833.69	0.00%
	"Park County, MT"	"30067"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	161	16789	958.96	0.00%
	"Phillips County, MT"	"30071"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	58	3986	1455.09	0.00%
	"Phillips County, MT"	"30071"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	78	4042	1929.74	0.00%
	"Pondera County, MT"	"30073"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	71	5996	1184.12	0.00%
	"Pondera County, MT"	"30073"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	88	5887	1494.82	0.00%
	"Powder River County, MT"	"30075"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	20	1709	1170.28	0.00%
	"Powder River County, MT"	"30075"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	17	1689	Unreliable	0.00%
	"Powell County, MT"	"30077"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	82	5173	1585.15	0.00%
	"Powell County, MT"	"30077"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	71	8685	817.50	0.00%
	"Prairie County, MT"	"30079"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	18	1067	Unreliable	0.00%
	"Prairie County, MT"	"30079"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	24	1097	2187.78	0.00%
	"Ravalli County, MT"	"30081"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	436	43844	994.43	0.01%
	"Ravalli County, MT"	"30081"	"Male"	"M"	"Alcohol-induced causes"	"A"	12	43134	Unreliable	0.00%
	"Ravalli County, MT"	"30081"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	533	43134	1235.68	0.01%
	"Richland County, MT"	"30083"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	71	10392	683.22	0.00%
	"Richland County, MT"	"30083"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	96	11324	847.76	0.00%
	"Roosevelt County, MT"	"30085"	"Female"	"F"	"Alcohol-induced causes"	"A"	11	11021	Unreliable	0.00%
	"Roosevelt County, MT"	"30085"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	103	11021	934.58	0.00%
	"Roosevelt County, MT"	"30085"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	123	11042	1113.93	0.00%
	"Rosebud County, MT"	"30087"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	87	8943	972.83	0.00%
	"Rosebud County, MT"	"30087"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	90	9057	993.71	0.00%
	"Sanders County, MT"	"30089"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	131	11698	1119.85	0.00%
	"Sanders County, MT"	"30089"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	178	12259	1451.99	0.00%
	"Sheridan County, MT"	"30091"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	37	3296	1122.57	0.00%
	"Sheridan County, MT"	"30091"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	50	3437	1454.76	0.00%
	"Silver Bow County, MT"	"30093"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	402	34772	1156.10	0.01%
	"Silver Bow County, MT"	"30093"	"Male"	"M"	"Drug-induced causes"	"D"	11	35136	Unreliable	0.00%
	"Silver Bow County, MT"	"30093"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	424	35136	1206.74	0.01%
	"Stillwater County, MT"	"30095"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	73	9391	777.34	0.00%
	"Stillwater County, MT"	"30095"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	85	9785	868.68	0.00%
	"Sweet Grass County, MT"	"30097"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	20	3653	547.50	0.00%
	"Sweet Grass County, MT"	"30097"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	43	3794	1133.37	0.00%
	"Teton County, MT"	"30099"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	65	6259	1038.50	0.00%
	"Teton County, MT"	"30099"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	66	6050	1090.91	0.00%
	"Toole County, MT"	"30101"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	55	4216	1304.55	0.00%
	"Toole County, MT"	"30101"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	59	5373	1098.08	0.00%
	"Valley County, MT"	"30105"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	74	7377	1003.12	0.00%
	"Valley County, MT"	"30105"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	119	7456	1596.03	0.00%
	"Wheatland County, MT"	"30107"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	26	2110	1232.23	0.00%
	"Wheatland County, MT"	"30107"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	33	2252	1465.36	0.00%
	"Wibaux County, MT"	"30109"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	15	975	Unreliable	0.00%
	"Wibaux County, MT"	"30109"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	16	1028	Unreliable	0.00%
	"Yellowstone County, MT"	"30111"	"Female"	"F"	"Drug-induced causes"	"D"	28	163306	17.15	0.00%
	"Yellowstone County, MT"	"30111"	"Female"	"F"	"Alcohol-induced causes"	"A"	23	163306	14.08	0.00%
	"Yellowstone County, MT"	"30111"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1516	163306	928.32	0.03%
	"Yellowstone County, MT"	"30111"	"Male"	"M"	"Drug-induced causes"	"D"	35	158131	22.13	0.00%
	"Yellowstone County, MT"	"30111"	"Male"	"M"	"Alcohol-induced causes"	"A"	44	158131	27.83	0.00%
	"Yellowstone County, MT"	"30111"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1576	158131	996.64	0.03%
	"Adams County, NE"	"31001"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	313	31554	991.95	0.01%
	"Adams County, NE"	"31001"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	319	31320	1018.52	0.01%
	"Antelope County, NE"	"31003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	58	6272	924.74	0.00%
	"Antelope County, NE"	"31003"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	58	6362	911.66	0.00%
	"Boone County, NE"	"31011"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	68	5232	1299.69	0.00%
	"Boone County, NE"	"31011"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	61	5199	1173.30	0.00%
	"Box Butte County, NE"	"31013"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	111	10834	1024.55	0.00%
	"Box Butte County, NE"	"31013"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	121	10721	1128.63	0.00%
	"Boyd County, NE"	"31015"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	31	1938	1599.59	0.00%
	"Boyd County, NE"	"31015"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	36	1936	1859.50	0.00%
	"Brown County, NE"	"31017"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	30	3006	998.00	0.00%
	"Brown County, NE"	"31017"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	43	2922	1471.59	0.00%
	"Buffalo County, NE"	"31019"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	360	49610	725.66	0.01%
	"Buffalo County, NE"	"31019"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	381	49664	767.16	0.01%
	"Burt County, NE"	"31021"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	97	6509	1490.24	0.00%
	"Burt County, NE"	"31021"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	99	6438	1537.74	0.00%
	"Butler County, NE"	"31023"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	107	7954	1345.24	0.00%
	"Butler County, NE"	"31023"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	117	8120	1440.89	0.00%
	"Cass County, NE"	"31025"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	218	25965	839.59	0.00%
	"Cass County, NE"	"31025"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	218	26442	824.45	0.00%
	"Cedar County, NE"	"31027"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	99	8297	1193.20	0.00%
	"Cedar County, NE"	"31027"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	99	8551	1157.76	0.00%
	"Chase County, NE"	"31029"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	57	4005	1423.22	0.00%
	"Chase County, NE"	"31029"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	52	3896	1334.70	0.00%
	"Cherry County, NE"	"31031"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	62	5626	1102.03	0.00%
	"Cherry County, NE"	"31031"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	61	5824	1047.39	0.00%
	"Cheyenne County, NE"	"31033"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	96	9066	1058.90	0.00%
	"Cheyenne County, NE"	"31033"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	96	9154	1048.72	0.00%
	"Clay County, NE"	"31035"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	74	6069	1219.31	0.00%
	"Clay County, NE"	"31035"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	67	6348	1055.45	0.00%
	"Colfax County, NE"	"31037"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	81	10064	804.85	0.00%
	"Colfax County, NE"	"31037"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	77	11526	668.05	0.00%
	"Cuming County, NE"	"31039"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	111	8872	1251.13	0.00%
	"Cuming County, NE"	"31039"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	97	8914	1088.18	0.00%
	"Custer County, NE"	"31041"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	120	10849	1106.09	0.00%
	"Custer County, NE"	"31041"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	111	10768	1030.83	0.00%
	"Dakota County, NE"	"31043"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	148	19754	749.22	0.00%
	"Dakota County, NE"	"31043"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	153	20355	751.66	0.00%
	"Dawes County, NE"	"31045"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	82	8700	942.53	0.00%
	"Dawes County, NE"	"31045"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	90	8605	1045.90	0.00%
	"Dawson County, NE"	"31047"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	238	22700	1048.46	0.00%
	"Dawson County, NE"	"31047"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	195	24604	792.55	0.00%
	"Deuel County, NE"	"31049"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	21	1817	1155.75	0.00%
	"Deuel County, NE"	"31049"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	21	1802	1165.37	0.00%
	"Dixon County, NE"	"31051"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	56	5568	1005.75	0.00%
	"Dixon County, NE"	"31051"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	58	5777	1003.98	0.00%
	"Dodge County, NE"	"31053"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	437	36903	1184.19	0.01%
	"Dodge County, NE"	"31053"	"Male"	"M"	"Alcohol-induced causes"	"A"	15	36453	Unreliable	0.00%
	"Dodge County, NE"	"31053"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	443	36453	1215.26	0.01%
	"Douglas County, NE"	"31055"	"Female"	"F"	"Drug-induced causes"	"D"	47	576505	8.15	0.00%
	"Douglas County, NE"	"31055"	"Female"	"F"	"Alcohol-induced causes"	"A"	55	576505	9.54	0.00%
	"Douglas County, NE"	"31055"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	4062	576505	704.59	0.07%
	"Douglas County, NE"	"31055"	"Male"	"M"	"Drug-induced causes"	"D"	74	561702	13.17	0.00%
